itemNumber	string	score
18596	macrocyclische verbindingen , polyethers , enzymen, synthese	1
18597	socialisme	1
18598	marxisme	1
18599	theologie; brieven (vorm)	1
18600	diversificatie	1
18601	83.81	1
18602	spiraalnevels, massa (natuurkunde) , lichtkracht, atomaire w	1
18603	von $willebrand-factor	1
18604	spontane $abortus	1
18605	stollingsafwijkingen	1
18606	menorragie	1
18607	coxiella	1
18608	q-koorts	1
18609	hoger onderwijs, geneeskunde, reflectie (filosofie)	1
18610	leeftijdgenoten	1
18611	sociaal milieu (pedagogiek)	1
18612	dollard	1
18613	herbivoren, foerageren, geografische	1
18614	mammalia, 42.95 natuurbescherming	1
18615	acrylamide	1
18616	aardolie	1
18617	1250-1600	1
18618	zaanstreek	1
18619	ketenbeheer (logistiek)	1
18620	ammoniak , lichaamsvloeistoffen	1
18621	contextuele analyse	1
18622	betekenis	1
18623	cortisol, urineonderzoek	1
18624	gelaat, prothesen, kleuren	1
18625	oppervlakken , kristallen , koper, zilver,	1
18626	gymnastiek, hamstrings, elasticiteit	1
18627	lage rugpijn, beperkingen , metingen	1
18628	legenden	1
18629	300-400	1
18630	0255-0330	1
18631	chromatine, dna, beschadiging, herstel	1
18632	erytropoie͏̈tine	1
18633	knie, pathologie	1
18634	transformatie , software	1
18635	datastructuren, algebraèische getallen,	1
18636	machineleesbare gegevens	1
18637	nierziekten, diagnose, magnetic resonance imaging, radiodiag	1
18638	patriotten, godsdienstige bewegingen, academies	1
18639	1780-1795	1
18640	groningen (provincie) ;	1
18641	dipoolmomenten	1
18642	deuteronen	1
18643	resonanties	1
18644	eigenschappen van specifieke deeltjes	1
18645	tumoren, resistentie, cisplatine	1
18646	geloofsleven, handelingstheorie	1
18647	sociale filosofie	1
18648	wederopbouw, stadsvernieuwing	1
18649	depressies (psychiatrie), huisartsgeneeskunde ,	1
18650	tomografie	1
18651	zwavelkringloop	1
18652	dimethylsulfide, anaerobe afbraak,	1
18653	hartspier, ischemie, calciumantagonisten, farmacodynamica	1
18654	spectrometrie , elektroncorrelatie	1
18655	supergeleidend materiaal, contactstructuren , contactverschi	1
18656	relaxatie, dynamica, hogetemperatuursupergeleiders, nanostru	1
18657	discussies	1
18658	monomeren	1
18659	ionische polymerisatie	1
18660	orde-wanorde-overgangen	1
18661	gradiënten	1
18662	polydispersiteit	1
18663	agnietenbergse handschriften, getijdenboeken	1
18664	1470-149x	1
18665	4.210 àsselvallei	1
18666	06.12 codicologie	1
18667	planten, stofwisseling, zwavelwaterstof, atmosfeer	1
18668	vorderingsrecht, geld, inkomstenbelasting,	1
18669	vennootschapsbelasting, belastingrecht	1
18670	54.72	1
18671	eiwitkinasen	1
18672	kinassen	1
18673	voorrechten, schepen	1
18674	8vervoersrecht	1
18675	traditie	1
18676	contextuele theologie	1
18677	christendom	1
18678	35.66 terpenen, steroïden, alkaloïden	1
18679	enzymen, modificatie	1
18680	dehydratie	1
18681	peptiden, biosynthese	1
18682	klimaatveranderingen, eierenleggen, wintervlinder	1
18683	vleesvliegen, visuele waarneming, visueel systeem, elektrofy	1
18684	puntcontact spectrometrie	1
18685	veiligheidspolitiek	1
18686	energievoorziening	1
18687	elektronspin , elektronica, ventielen, tunneleffect, pentace	1
18688	foto-elektronspectrometrie, interfaces (chemie)	1
18689	biomaterialen, immuunreacties, interfaces (chemie)	1
18690	gangliosiden	1
18691	dimeren	1
18692	joint ventures, interdependentie	1
18693	psychologie), ptosis, lui oog	1
18694	oogleden, anatomie, veroudering (biologie,	1
18695	binnenoor, druk	1
18696	aanvankelijk lezen, schrijven, rekenen, lager onderwijs	1
18697	neurosen, transculturele psychiatrie, vragenlijsten	1
18698	vakbeweging	1
18699	formularia, huisartsen	1
18700	diagnostica	1
18701	motorische ontwikkeling, motorische vaardigheden , zenuwstel	1
18702	carcinoembryonaal antigeen , kanker, immunohistologie	1
18703	afhankelijkheid (algemeen), conflicten	1
18704	job (bijbelboek)	1
18705	schepping	1
18706	cognitieve processen, gedrag	1
18707	aandachtstekortstoornis met hyperactiviteit longitudinale on	1
18708	spiraalnevels, absorptie	1
18709	amateurfilms	1
18710	24.34	1
18711	1875	1
18712	the wreck of the deutschland	1
18713	(hopkins)	1
18714	staar, psychofysiologie, afwijkingen, gezichtsvermogen	1
18715	neurotoxicologie	1
18716	programmatuurtechniek, productbeleid	1
18717	rijgedrag, visuele waarneming, automobilisten	1
18718	interferonen	1
18719	onderzoeksresultaten	1
18720	behandeling	1
18721	denken , taal, werkelijkheid	1
18722	elektrische lading	1
18723	elektrostatica	1
18724	veevoer, ecologische aspecten	1
18725	veevoeding	1
18726	zeeweegbree	1
18727	inspraak , regelgeving, bestuursorganen, rechtsbescherming t	1
18728	overheid en burger	1
18729	reactoren, stoftransport	1
18730	betrekkingen, politieke geschiedenis	1
18731	griekse oudheid, buitenlandse	1
18732	500 v.c.-400 v.c.	1
18733	argos	1
18734	occlusie (tandheelkunde)	1
18735	aziaten	1
18736	pos, zijlijnorgaan, actiepotentialen	1
18737	liposomen, kupffer-cellen, lever, stofwisseling, bruine rat	1
18738	wortels (planten), vaatbundels, ionentransport, zout, weegbr	1
18739	manipulatie	1
18740	streptococcus cremoris , streptococcus lactis , kloneren, ge	1
18741	scandinavische talen	1
18742	grammaticalisering	1
18743	lexicalisatie	1
18744	woordenschat	1
18745	nierinsufficiëntie, beenmerg	1
18746	kabinetsformaties	1
18747	(anatomie), pelvimetrie, geboorte, stuitligging	1
18748	magnetic resonance imaging, bekken	1
18749	territorium	1
18750	omgeving	1
18751	seychellenzanger	1
18752	zangvogels	1
18753	afvalstoffen, biodegradatie, micro-organismen, chloorkoolwat	1
18754	milieutechnologie: algemeen	1
18755	poissonverdeling	1
18756	prestatieanalyse (computersystemen)	1
18757	siena	1
18758	altaarstukken, kathedralen, retabels	1
18759	122x-1399	1
18760	niertumoren	1
18761	roefschriften (vorm)	1
18762	dirac-vergelijking, configuratie-interactie, elektroncorrela	1
18763	elementaire deeltjes, modellen (theorie), fermionen , kwantu	1
18764	pancreas , tumoren, pancreatitis, chronische ziekten, radiod	1
18765	bestuiving	1
18766	duifkruid	1
18767	42.43	1
18768	kernstructuur, vorm, kernspin , verhitting	1
18769	lange golven (economie)	1
18770	kanker, celdood	1
18771	vezels (materiaal), koolstof, polymerisatie	1
18772	christendom, identiteit, theorieën	1
18773	geloof	1
18774	tumoren, therapieën, positronemissietomografie	1
18775	tatoeage,	1
18776	virusvectoren	1
18777	semliki forest-virus	1
18778	komintern	1
18779	cpn	1
18780	zetpillen , klysma's	1
18781	cytopl	1
18782	eiwitvouwing,	1
18783	het @sublieme	1
18784	24.43	1
18785	lupus erythematodes disseminatus, immuunreacties	1
18786	fibrose , lever, geneesmiddelen	1
18787	schakeltechniek, vertraging, ontwerpen, wiskundige methoden	1
18788	geeintegreerde schakelingen	1
18789	gebitsprothesen, tevredenheid	1
18790	erfelijkheid, aardappels, zetmeel	1
18791	organen (biologie)	1
18792	emotionele problemen persoonlijkheidskenmerken	1
18793	ecstasy	1
18794	hartritmestoornissen, antiaritmica, farmacodynamica	1
18795	nierbuisjes, beschadiging	1
18796	transplantatie, immunotolerantie, thymus	1
18797	glastoestand	1
18798	wiskunde, vakdidactiek, heuristische modellen , voortgezet o	1
18799	ontvouwingstechnieken, voorkeur	1
18800	18.09	1
18801	rekenen, basisonderwijs, evaluatie	1
18802	studentenevaluatie	1
18803	gehechtheid	1
18804	radiodiagnostiek, isotopen , merkstoffen (scheikunde), beeld	1
18805	verspreiding, groei	1
18806	paardebloemen, voedingsstoffen, geografische	1
18807	proteïnurie, risicoanalyse	1
18808	vernieuwing, verzuiling, nieuwe tijd	1
18809	stroming (algemeen, natuurkunde), wervelbed, cohesie (fysica	1
18810	poeder (procestechnologie),	1
18811	pneumatisch en hydraulisch transport	1
18812	zeolieten	1
18813	brownse beweging	1
18814	getal van reynolds	1
18815	sterrenstelsels, binaire systemen, interstellair gas , water	1
18816	religieuze instellingen	1
18817	hypothesetoetsing	1
18818	dna, beschadiging, herstel, chromatine	1
18819	valonia utricularis	1
18820	armenzorg	1
18821	liefdadigheid	1
18822	altruïsme	1
18823	proteïne-s	1
18824	proteïne-c	1
18825	pasgeborenen, partus immaturus, neurologische	1
18826	aspecten , cerebrale verlamming, motorische stoornissen	1
18827	glucanen, enzymen, activiteit, aspergillus niger, glycosyltr	1
18828	voorschrijven, huisartsen, hart- en vaatziekten	1
18829	rode reuzen	1
18830	kannibalisme	1
18831	sterrevolutie	1
18832	onstaansgeschiedenis	1
18833	melkwegstelsels	1
18834	diabetes mellitus, fluorescentie , huid	1
18835	geslachtelijke voortplanting	1
18836	groot zeegras	1
18837	ongeslachtelijke voortplanting	1
18838	levercellen , acini , leverfunctie , gal, uitscheiding	1
18839	insuline, gevoeligheid (algemeen),	1
18840	datering, thermoluminescentie , zirkonium	1
18841	natuurkunde: overige	1
18842	transporteiwitten, thermofiele bacteriën	1
18843	gehoor, frequentieanalyse	1
18844	hyperonen	1
18845	etropus crossotus	1
18846	zuidoost-verenigde staten	1
18847	1850-1920	1
18848	04xx-14xx	1
18849	botuline	1
18850	spiervezels	1
18851	zelfmoord, rouw, cognitieve therapie, rouwtherapie;	1
18852	sociaal-democratie, partijvorming, bsp, pvda	1
18853	belgièe	1
18854	inkomstenbelasting, internationaal belastingrecht, emigrante	1
18855	noord-amerika,	1
18856	affixen , diminutieven, nederlands	1
18857	douglassparren, voedingsstoffen, stikstof , wortels	1
18858	(planten), rhizosfeer, zuurgraad	1
18859	eiwitten, secretie , bacillus subtilis,	1
18860	hartkleppen , aortastenose , echocardiografie , kinderen, ad	1
18861	latex (plantkunde)	1
18862	83.64	1
18863	leger	1
18864	militaire ingenieurs	1
18865	krijgsgeschiedenis	1
18866	krijgshandelingen	1
18867	5407 !216057159!bio-informatica	1
18868	5406 !078651476!risico's	1
18869	biopsie	1
18870	morbiditeit	1
18871	dzjoengaarse dwerghamster, slaapritme , seizoeninvloeden	1
18872	77.50	1
18873	nierziekten, bloedvaten	1
18874	computergeheugen, algoritmen	1
18875	uitsluiting	1
18876	overgang van vorderingen	1
18877	aids, economische aspecten	1
18878	observatie, sociale vergelijking	1
18879	oorlogsrol	1
18880	joodse godsdienstige literatuur	1
18881	karakterisering (algemeen), antistoffen, endocytose	1
18882	knokkelkoorts, dengue-virussen,	1
18883	berichtgeving, derden , ondernemingen, besluitvorming	1
18884	wilszwakte	1
18885	handelen	1
18886	atherosclerosis obliterans, vaatwanden , lupus erythematodes	1
18887	17.51	1
18888	lever, moleculaire biologie, transplantatie	1
18889	retentie	1
18890	sclerose	1
18891	itraconazol	1
18892	citrulline	1
18893	literatuurgeschiedenis (wetenschap), vrouwen, zweeds	1
18894	1892-1956	1
18895	zweedse letterkunde	1
18896	vaatontstekingen, immunochemie, autoantistoffen,	1
18897	vertrouwen	1
18898	efficie͏̈ntie	1
18899	interdependentie	1
18900	specialisatie	1
18901	economische integratie	1
18902	83.40	1
18903	ziekenhuizen, overheid, samenwerking,	1
18904	ultraviolette straling, bescherming	1
18905	fytoplankton, antioxidanten,	1
18906	parabenzochinon, elektronenstructuur,	1
18907	ordening	1
18908	psalmen (bijbelboek),	1
18909	eidereend, populatiedynamica, voeding	1
18910	computer aided engineering	1
18911	taalonderwðs	1
18912	moleculaire evolutie, virulentie , gastheren, wiskundige mod	1
18913	cognitieve training	1
18914	kinderen, cognitieve ontwikkeling,	1
18915	rugklachten, nederlandse aardolie maatschappij, arbeidsomsta	1
18916	geriatrie , sociale aspecten	1
18917	bacillus subtilis, biologisch transport p	1
18918	eiwitten, signaalpeptidasen,	1
18919	syndroom van von $hippel-lindau	1
18920	diiminen	1
18921	alloxazinen	1
18922	limonene	1
18923	cognitieve therapie, kinder- en jeugdpsychiatrie proefschrif	1
18924	angststoornissen, psychodiagnostiek,	1
18925	eindige-elementenmethode	1
18926	handelsreizigersprobleem, oplossingen (wiskunde)	1
18927	coassistentschap	1
18928	verzuring, duinvalleien, vegetatie	1
18929	kationen	1
18930	recht, magistraten (romeinse rijk)	1
18931	burgerlijk procesrecht, rechtsweigering , romeins	1
18932	beweeglijkheid, röntgendiagnostiek	1
18933	spastisch colon, divertikels , dikke darm,	1
18934	platinaverbindingen	1
18935	tumoren, chemotherapie, oncolytica,	1
18936	rijgedrag, chauffeurs, aanpassing	1
18937	geheugen, leren, hippocampus	1
18938	energie (technische wetenschappen)	1
18939	beheer van natuurlijke hulpbronnen,	1
18940	meervoudig gehandicapten , hulpverlening	1
18941	bipolaire stoornis, epidemiologie	1
18942	tweede harmonische generatie	1
18943	33.27 niet-lineaire dynamica	1
18944	beschadiging, non-steroèidale ontstekingsremmers, welbevind	1
18945	structuur, fosfolipasen	1
18946	aardappelmeelindustrie	1
18947	prenatale diagnose	1
18948	beleggingen	1
18949	35.90	1
18950	motorische oefeningen	1
18951	morfometrie	1
18952	maculopathie	1
18953	visuele schors	1
18954	gezichtsvelden	1
18955	hart- en vaatziekten, nierziekten, preventieve geneeskunde,	1
18956	systeem , proteïnurie, kosten-effectiviteitsanalyse, epidem	1
18957	cardiologie ; gezondheid, economische aspecten	1
18958	escherichia coli, enzymen,	1
18959	lichaamslengte	1
18960	landbouworganisaties	1
18961	vereniging natuurmonumenten	1
18962	mer	1
18963	overheidsbesluiten	1
18964	rijksinrichting den engh	1
18965	opvoedingsinstellingen, orthopedagogiek, opvoedingsmethoden	1
18966	plastische deformatie	1
18967	epidermidis	1
18968	staphylococcus	1
18969	verpleeghuizen, geneeskunde	1
18970	magnetronovens	1
18971	diamant	1
18972	titaancarbide	1
18973	metalen, coating, keramische materialen, lasertechniek	1
18974	hiv, azt, drug targeting, albumine , anionen	1
18975	longfunctie , lichamelijke inspanning, meetmethoden, inspann	1
18976	het @groteske	1
18977	geschiedenis van de filmkunst	1
18978	steroïdhormonen, synthese (chemie), toepassingen , isotopen	1
18979	mosselen, kokkels, voedselecologie	1
18980	criminaliteit, preventie, recidive	1
18981	1986-1990	1
18982	melkzuurbacteriën	1
18983	meetmethoden, koopkrachtparitei	1
18984	prijsindexering	1
18985	pyrazool	1
18986	elektrische velden	1
18987	melanomen , sarcoma, perfusie, infusies,	1
18988	lever, transplantatie, immunohistologie, afstotingsreacties	1
18989	spierkracht, meetmethoden	1
18990	administratieve rechtspraak	1
18991	1815-1987	1
18992	baarmoederhalskanker, carcinogenese, epitheel	1
18993	thymus, myasthenia gravis	1
18994	vrouwelijke auteurs, nieuwgrieks	1
18995	1800-1960	1
18996	nieuwgriekse taal- en letterkunde	1
18997	algemene kosten	1
18998	jicht, geneesmiddelen	1
18999	prothesen, femur	1
19000	heup, fracturen, biomechanica , histologie,	1
19001	kunst en maatschappij: algemeen	1
19002	roepingsverhalen	1
19003	apostelen	1
19004	apocriefen	1
19005	handelingen der apostelen (bijbelboek)	1
19006	boekwezen	1
19007	1400-1600	1
19008	geschiedenis van het gedrukte boek	1
19009	defensie, overheidsbegroting, besluitvorming , begroting	1
19010	1951-1980	1
19011	coöperaties	1
19012	ondernemers	1
19013	beheersovereenkomsten	1
19014	agro-industrie	1
19015	vragenlijsten, psychiatrie	1
19016	recoil atomen	1
19017	plasma's	1
19018	eiwitten, tumoren, elektroforese, tweedimensionale systemen	1
19019	koolstof	1
19020	ioniserende straling , biologisch effect, dna, alfastraling,	1
19021	stralingsbeschadiging,	1
19022	ziekenhuizen,	1
19023	bloedbanken	1
19024	prematuren, ademhalingsstoornissen, longen, surfactantia	1
19025	gehoor, frequentieanalyse, spraak	1
19026	vaatziekten	1
19027	endothee	1
19028	granulocyten	1
19029	valeriaan , farmacologie, extracten	1
19030	video	1
19031	vertraging	1
19032	kraamzorg	1
19033	lever, transplantatie, psychosociale aspecten	1
19034	vrouwelijke auteurs	1
19035	toneelschrijvers	1
19036	18.05	1
19037	persoonlijke voornaamwoorden	1
19038	18.31	1
19039	hersenbloeding, aneurysmata , chirurgie (geneeskunde), hypot	1
19040	synoviitis	1
19041	literatuuronderzoek	1
19042	medische praktijken	1
19043	clin	1
19044	triggering	1
19045	carpale tunnelsyndroom	1
19046	lokale toediening	1
19047	hartchirurgie , filtratie , leukocyten, vetcellen	1
19048	fasescheiding , microstructuur ,	1
19049	imitatie (gedrag), emoties	1
19050	aminoglycosiden	1
19051	hypoxemie, hartziekten, lammeren	1
19052	klinische diergeneeskunde	1
19053	lodewijk van deyssel pseud. van karel joan	1
19054	nederlands, proza, sensitivisme	1
19055	controleleer, oneindige dimensie ,	1
19056	lactobacillus reuteri, exopolysacchariden,	1
19057	syndroom van down, prenatale diagnose	1
19058	eerstelijnszorg, gezondheidszorg, samenwerking,	1
19059	hart- en vaatziekten, preventie	1
19060	vrouwen, onvruchtbaarheid	1
19061	chlamydia trachomatis, infecties,	1
19062	volwassenheid	1
19063	groeistoornissen, foetussen, lichamelijke	1
19064	01xx	1
19065	fluorouracil	1
19066	pyrimidinen	1
19067	papaine , structuur	1
19068	amidoverbindingen	1
19069	plastieken, maskers , terracotta, romeinen (volk), oudheid	1
19070	20.62 italische, etruskische en romeinse kunst	1
19071	verzuring, beekdalen, hydrologie, vegetatie,	1
19072	specifieke milieuthema's	1
19073	humaan $papillomavirus	1
19074	cytochemie	1
19075	ziekte van $hodgkin	1
19076	diënen	1
19077	alkylering	1
19078	geconjugeerde systemen grignardverbindingen	1
19079	meticilline	1
19080	hersenbeschadiging, biochemie, neurofysiologie	1
19081	experimenten	1
19082	kemphanen	1
19083	17.18	1
19084	zendingsgenootschappen, nederlandsch zendeling genootschap	1
19085	1750-1800,	1
19086	1795-1813	1
19087	3enzymen	1
19088	streptomycine	1
19089	gamma-hydroxyboterzuur	1
19090	(geneeskunde) ;	1
19091	itaminen (biochemie)	1
19092	koude oorlog	1
19093	tertiair onderwijs ;	1
19094	cisplatine, resistentie	1
19095	longkanker, chemotherapie, doxorubicine ,	1
19096	nieuwsbladen	1
19097	leeuwarder courant (dagblad)	1
19098	1752-2002	1
19099	rechtsfilosofie	1
19100	86.81	1
19101	galstenen, galwegen, manometrie , chirurgie (geneeskunde)	1
19102	overlevingskansen, phyteuma	1
19103	bedreigde soorten, planten,	1
19104	bifurcatie, vectorvelden ,	1
19105	paramagnetisme	1
19106	ijzerverbindingen, organometaalverbindingen,	1
19107	amidoverbindingen , diketonen , katalysatoren , iminen, kris	1
19108	hypochondrie , educatief materiaal	1
19109	tandbeen, stoftransport, water	1
19110	foetussen, geboorte	1
19111	oxymetrie, optische methoden , pasgeborenen,	1
19112	werkroosters	1
19113	hamstrings, elasticiteit , proef van lasegue, benen (ledemat	1
